This is a log message.

Current time: 2023-08-24 22:10:21.483326

--------------------Hyperparameters--------------------

model: {'seqLeng': 60, 'input_dim': 8, 'output_dim': 1, 'nHidden1': 256, 'dropout1': 0, 'num_layers1': 8, 'nHidden2': 256, 'dropout2': 0, 'num_layers2': 1, 'activ': 'glu', 'cnn_dropout': 0, 'kernel_size': [3, 3], 'padding': [1, 1], 'stride': [1, 1], 'nb_filters': [64, 128], 'pooling': [1, 1], 'nhead': 8, 'd_model': 512}

learning: {'nBatch': 24, 'lr': 0.001, 'max_epoch': 1500}
Epoch [22/1500], Trn Loss: 193.5318, Val Loss: 109.6664
Epoch [23/1500], Trn Loss: 192.9803, Val Loss: 109.3770
Epoch [24/1500], Trn Loss: 193.2631, Val Loss: 109.4163
Epoch [25/1500], Trn Loss: 193.7030, Val Loss: 109.1600
Epoch [26/1500], Trn Loss: 193.7277, Val Loss: 109.3356
Epoch [27/1500], Trn Loss: 193.9859, Val Loss: 109.0827
Epoch [28/1500], Trn Loss: 193.7365, Val Loss: 109.5117
Epoch [29/1500], Trn Loss: 192.9953, Val Loss: 109.9867
Epoch [30/1500], Trn Loss: 194.8006, Val Loss: 109.2945
Epoch [31/1500], Trn Loss: 194.6183, Val Loss: 108.9261
Epoch [32/1500], Trn Loss: 193.7305, Val Loss: 109.1278
Epoch [33/1500], Trn Loss: 193.8742, Val Loss: 109.2053
Epoch [34/1500], Trn Loss: 192.9389, Val Loss: 109.4680
Epoch [35/1500], Trn Loss: 193.2812, Val Loss: 109.2203
Epoch [36/1500], Trn Loss: 194.5825, Val Loss: 108.8518
Epoch [37/1500], Trn Loss: 193.7219, Val Loss: 108.8005
Epoch [38/1500], Trn Loss: 192.9699, Val Loss: 109.0033
Epoch [39/1500], Trn Loss: 194.0365, Val Loss: 109.0064
Epoch [40/1500], Trn Loss: 197.9116, Val Loss: 109.2509
Epoch [41/1500], Trn Loss: 194.2669, Val Loss: 109.0098
Epoch [42/1500], Trn Loss: 193.1093, Val Loss: 108.9754
Epoch [43/1500], Trn Loss: 193.6324, Val Loss: 108.9360
Epoch [44/1500], Trn Loss: 194.1809, Val Loss: 108.8489
Epoch [45/1500], Trn Loss: 193.4134, Val Loss: 109.2633
Epoch [46/1500], Trn Loss: 195.7637, Val Loss: 109.1127
Epoch [47/1500], Trn Loss: 193.8154, Val Loss: 109.3734
Epoch [48/1500], Trn Loss: 193.5777, Val Loss: 109.8548
Epoch [49/1500], Trn Loss: 193.8704, Val Loss: 108.9261
Epoch [50/1500], Trn Loss: 193.7601, Val Loss: 108.9573
Epoch [51/1500], Trn Loss: 192.9572, Val Loss: 108.5697
Epoch [52/1500], Trn Loss: 193.4494, Val Loss: 109.0297
Epoch [53/1500], Trn Loss: 194.8020, Val Loss: 108.9019
Epoch [54/1500], Trn Loss: 194.3489, Val Loss: 109.2779
Epoch [55/1500], Trn Loss: 194.4830, Val Loss: 108.6778
Epoch [56/1500], Trn Loss: 193.6412, Val Loss: 109.2370
Epoch [57/1500], Trn Loss: 194.1366, Val Loss: 109.2099
Epoch [58/1500], Trn Loss: 195.1762, Val Loss: 109.2255
Epoch [59/1500], Trn Loss: 196.5824, Val Loss: 108.9999
Epoch [60/1500], Trn Loss: 194.4346, Val Loss: 109.2007
Epoch [61/1500], Trn Loss: 192.9804, Val Loss: 108.8340
Epoch [62/1500], Trn Loss: 193.9233, Val Loss: 109.0207
Epoch [63/1500], Trn Loss: 194.1825, Val Loss: 109.1461
Epoch [64/1500], Trn Loss: 193.1806, Val Loss: 109.0530
Epoch [65/1500], Trn Loss: 193.2013, Val Loss: 109.3250
Epoch [66/1500], Trn Loss: 192.9250, Val Loss: 110.1609
Epoch [67/1500], Trn Loss: 195.2811, Val Loss: 108.9429
Epoch [68/1500], Trn Loss: 193.8187, Val Loss: 109.2355
Epoch [69/1500], Trn Loss: 193.2295, Val Loss: 109.3057
Epoch [70/1500], Trn Loss: 193.0314, Val Loss: 109.1141
Epoch [71/1500], Trn Loss: 193.2663, Val Loss: 109.1114
Epoch [72/1500], Trn Loss: 193.2087, Val Loss: 109.1959
Epoch [73/1500], Trn Loss: 193.6335, Val Loss: 109.2871
Epoch [74/1500], Trn Loss: 193.9611, Val Loss: 109.3957
Epoch [75/1500], Trn Loss: 193.8125, Val Loss: 109.0846
Epoch [76/1500], Trn Loss: 194.5289, Val Loss: 109.1717
Epoch [77/1500], Trn Loss: 193.8539, Val Loss: 109.1650
Epoch [78/1500], Trn Loss: 193.4821, Val Loss: 109.2650
Epoch [79/1500], Trn Loss: 193.2268, Val Loss: 108.9055
Epoch [80/1500], Trn Loss: 193.7233, Val Loss: 109.2440
Epoch [81/1500], Trn Loss: 192.8742, Val Loss: 109.0717
Epoch [82/1500], Trn Loss: 193.9412, Val Loss: 109.3385
Epoch [83/1500], Trn Loss: 192.8585, Val Loss: 109.4617
Epoch [84/1500], Trn Loss: 193.9061, Val Loss: 109.6743
Epoch [85/1500], Trn Loss: 193.1874, Val Loss: 109.1274
Epoch [86/1500], Trn Loss: 195.1794, Val Loss: 109.2966
Epoch [87/1500], Trn Loss: 192.6741, Val Loss: 109.5677
Epoch [88/1500], Trn Loss: 193.3507, Val Loss: 109.6296
Epoch [89/1500], Trn Loss: 193.4403, Val Loss: 109.3994
Epoch [90/1500], Trn Loss: 192.8955, Val Loss: 109.2597
Epoch [91/1500], Trn Loss: 193.2740, Val Loss: 109.1847
Epoch [92/1500], Trn Loss: 193.4279, Val Loss: 109.4794
Epoch [93/1500], Trn Loss: 192.8354, Val Loss: 109.8578
Epoch [94/1500], Trn Loss: 194.5524, Val Loss: 108.9030
Epoch [95/1500], Trn Loss: 193.1229, Val Loss: 109.4047
Epoch [96/1500], Trn Loss: 193.0727, Val Loss: 108.7923
Epoch [97/1500], Trn Loss: 193.7212, Val Loss: 109.3531
Epoch [98/1500], Trn Loss: 192.6291, Val Loss: 109.4411
Epoch [99/1500], Trn Loss: 193.0293, Val Loss: 109.3027
Epoch [100/1500], Trn Loss: 192.8432, Val Loss: 109.6400
Epoch [101/1500], Trn Loss: 193.7545, Val Loss: 109.4303
Epoch [102/1500], Trn Loss: 193.4513, Val Loss: 109.7406
Epoch [103/1500], Trn Loss: 192.8389, Val Loss: 110.4936
Epoch [104/1500], Trn Loss: 193.8691, Val Loss: 108.4647
Epoch [105/1500], Trn Loss: 197.1032, Val Loss: 108.5882
Epoch [106/1500], Trn Loss: 193.2755, Val Loss: 108.8226
Epoch [107/1500], Trn Loss: 192.9352, Val Loss: 109.4014
Epoch [108/1500], Trn Loss: 192.9170, Val Loss: 108.8584
Epoch [109/1500], Trn Loss: 192.9315, Val Loss: 108.8516
Epoch [110/1500], Trn Loss: 195.7172, Val Loss: 108.7576
Epoch [111/1500], Trn Loss: 194.1193, Val Loss: 108.8628
Epoch [112/1500], Trn Loss: 193.8194, Val Loss: 108.9624
Epoch [113/1500], Trn Loss: 192.7164, Val Loss: 109.2474
Epoch [114/1500], Trn Loss: 192.7087, Val Loss: 109.1711
Epoch [115/1500], Trn Loss: 194.4593, Val Loss: 108.9318
Epoch [116/1500], Trn Loss: 193.3895, Val Loss: 109.0461
Epoch [117/1500], Trn Loss: 192.9678, Val Loss: 108.9320
Epoch [118/1500], Trn Loss: 193.9949, Val Loss: 109.5593
Epoch [119/1500], Trn Loss: 193.6963, Val Loss: 109.3750
Epoch [120/1500], Trn Loss: 192.9366, Val Loss: 109.7072
Epoch [121/1500], Trn Loss: 192.9263, Val Loss: 109.6957
Epoch [122/1500], Trn Loss: 193.5666, Val Loss: 109.0371
Epoch [123/1500], Trn Loss: 193.2735, Val Loss: 109.3165
Epoch [124/1500], Trn Loss: 193.6642, Val Loss: 109.1013
Epoch [125/1500], Trn Loss: 194.1091, Val Loss: 108.9688
Epoch [126/1500], Trn Loss: 194.1514, Val Loss: 108.9196
Epoch [127/1500], Trn Loss: 193.7776, Val Loss: 109.5302
Epoch [128/1500], Trn Loss: 194.5072, Val Loss: 109.1944
Epoch [129/1500], Trn Loss: 193.3788, Val Loss: 108.7922
Epoch [130/1500], Trn Loss: 195.0439, Val Loss: 109.4044
Epoch [131/1500], Trn Loss: 192.8080, Val Loss: 109.1453
Epoch [132/1500], Trn Loss: 193.6143, Val Loss: 109.2159
Epoch [133/1500], Trn Loss: 193.0005, Val Loss: 108.6874
Epoch [134/1500], Trn Loss: 192.9251, Val Loss: 109.4000
Epoch [135/1500], Trn Loss: 193.9984, Val Loss: 109.3055
Epoch [136/1500], Trn Loss: 193.0874, Val Loss: 109.1554
Epoch [137/1500], Trn Loss: 194.4867, Val Loss: 109.3683
Epoch [138/1500], Trn Loss: 192.8985, Val Loss: 109.0011
Epoch [139/1500], Trn Loss: 192.9425, Val Loss: 109.0379
Epoch [140/1500], Trn Loss: 193.0254, Val Loss: 108.9699
Epoch [141/1500], Trn Loss: 197.9255, Val Loss: 109.1538
Epoch [142/1500], Trn Loss: 193.4577, Val Loss: 108.7919
Epoch [143/1500], Trn Loss: 193.9407, Val Loss: 108.8797
Epoch [144/1500], Trn Loss: 193.1912, Val Loss: 108.6272
Epoch [145/1500], Trn Loss: 193.2833, Val Loss: 108.7042
Epoch [146/1500], Trn Loss: 193.1442, Val Loss: 109.1633
Epoch [147/1500], Trn Loss: 194.6118, Val Loss: 109.2803
Epoch [148/1500], Trn Loss: 193.4588, Val Loss: 109.0342
Epoch [149/1500], Trn Loss: 193.1031, Val Loss: 108.5365
Epoch [150/1500], Trn Loss: 193.4180, Val Loss: 108.2957
Epoch [151/1500], Trn Loss: 193.0267, Val Loss: 108.8709
Epoch [152/1500], Trn Loss: 193.1763, Val Loss: 108.9315
Epoch [153/1500], Trn Loss: 192.8224, Val Loss: 109.2664
Epoch [154/1500], Trn Loss: 193.1244, Val Loss: 109.0909
Epoch [155/1500], Trn Loss: 195.0269, Val Loss: 108.6154
Epoch [156/1500], Trn Loss: 193.2342, Val Loss: 108.9760
Epoch [157/1500], Trn Loss: 193.9132, Val Loss: 108.2630
Epoch [158/1500], Trn Loss: 193.3268, Val Loss: 108.8746
Epoch [159/1500], Trn Loss: 193.9323, Val Loss: 109.2416
Epoch [160/1500], Trn Loss: 194.1123, Val Loss: 108.6598
Epoch [161/1500], Trn Loss: 193.3253, Val Loss: 108.8289
Epoch [162/1500], Trn Loss: 193.5102, Val Loss: 108.9307
Epoch [163/1500], Trn Loss: 193.9021, Val Loss: 109.0956
Epoch [164/1500], Trn Loss: 195.7666, Val Loss: 109.0688
Epoch [165/1500], Trn Loss: 193.6719, Val Loss: 108.9099
Epoch [166/1500], Trn Loss: 192.8386, Val Loss: 109.4397
Epoch [167/1500], Trn Loss: 192.9867, Val Loss: 109.1807
Epoch [168/1500], Trn Loss: 192.8707, Val Loss: 109.0989
Epoch [169/1500], Trn Loss: 193.1271, Val Loss: 109.1120
Epoch [170/1500], Trn Loss: 193.4100, Val Loss: 109.2692
Epoch [171/1500], Trn Loss: 193.1190, Val Loss: 109.2103
Epoch [172/1500], Trn Loss: 194.0864, Val Loss: 109.1407
Epoch [173/1500], Trn Loss: 192.7874, Val Loss: 109.4379
Epoch [174/1500], Trn Loss: 193.0307, Val Loss: 109.0089
Epoch [175/1500], Trn Loss: 193.8149, Val Loss: 109.0599
Epoch [176/1500], Trn Loss: 192.8351, Val Loss: 109.7682
Epoch [177/1500], Trn Loss: 192.6712, Val Loss: 109.3096
Epoch [178/1500], Trn Loss: 193.3441, Val Loss: 109.4035
Epoch [179/1500], Trn Loss: 192.8444, Val Loss: 109.2222
Epoch [180/1500], Trn Loss: 193.0392, Val Loss: 109.2091
Epoch [181/1500], Trn Loss: 193.2477, Val Loss: 109.1123
Epoch [182/1500], Trn Loss: 193.6405, Val Loss: 108.4992
Epoch [183/1500], Trn Loss: 192.9042, Val Loss: 109.1674
Epoch [184/1500], Trn Loss: 192.7516, Val Loss: 109.3421
Epoch [185/1500], Trn Loss: 193.0089, Val Loss: 109.0720
Epoch [186/1500], Trn Loss: 192.9220, Val Loss: 108.9567
Epoch [187/1500], Trn Loss: 192.9787, Val Loss: 109.1476
Epoch [188/1500], Trn Loss: 192.7474, Val Loss: 109.3385
Epoch [189/1500], Trn Loss: 193.4827, Val Loss: 108.8768
Epoch [190/1500], Trn Loss: 193.1772, Val Loss: 109.3769
Epoch [191/1500], Trn Loss: 193.3596, Val Loss: 109.1636
Epoch [192/1500], Trn Loss: 193.2713, Val Loss: 109.2033
Epoch [193/1500], Trn Loss: 193.1984, Val Loss: 108.9152
Epoch [194/1500], Trn Loss: 192.8210, Val Loss: 109.2745
Epoch [195/1500], Trn Loss: 192.9345, Val Loss: 109.4578
Epoch [196/1500], Trn Loss: 193.4725, Val Loss: 108.9531
Epoch [197/1500], Trn Loss: 193.2817, Val Loss: 109.2626
Epoch [198/1500], Trn Loss: 193.7100, Val Loss: 109.3470
Epoch [199/1500], Trn Loss: 192.9202, Val Loss: 109.1842
Epoch [200/1500], Trn Loss: 193.5227, Val Loss: 108.8325
Epoch [201/1500], Trn Loss: 193.4410, Val Loss: 109.3709
Epoch [202/1500], Trn Loss: 192.9787, Val Loss: 109.0836
Epoch [203/1500], Trn Loss: 193.1198, Val Loss: 109.2942
Epoch [204/1500], Trn Loss: 192.6934, Val Loss: 109.6497
Epoch [205/1500], Trn Loss: 193.3865, Val Loss: 109.4488
Epoch [206/1500], Trn Loss: 193.0988, Val Loss: 109.3814
Epoch [207/1500], Trn Loss: 192.9855, Val Loss: 109.6265
Epoch [208/1500], Trn Loss: 193.0792, Val Loss: 108.9879
Epoch [209/1500], Trn Loss: 192.8363, Val Loss: 108.8594
Epoch [210/1500], Trn Loss: 192.9645, Val Loss: 109.4891
Epoch [211/1500], Trn Loss: 193.2526, Val Loss: 109.1827
Epoch [212/1500], Trn Loss: 193.4802, Val Loss: 109.2924
Epoch [213/1500], Trn Loss: 192.8093, Val Loss: 109.4937
Epoch [214/1500], Trn Loss: 192.6412, Val Loss: 109.7473
Epoch [215/1500], Trn Loss: 192.8306, Val Loss: 109.6652
Epoch [216/1500], Trn Loss: 192.8838, Val Loss: 109.5381
Epoch [217/1500], Trn Loss: 192.8564, Val Loss: 109.2846
Epoch [218/1500], Trn Loss: 193.8412, Val Loss: 109.4189
Epoch [219/1500], Trn Loss: 192.8194, Val Loss: 109.1397
Epoch [220/1500], Trn Loss: 193.7425, Val Loss: 109.3792
Epoch [221/1500], Trn Loss: 193.4353, Val Loss: 109.4586
Epoch [222/1500], Trn Loss: 193.5694, Val Loss: 109.3267
Epoch [223/1500], Trn Loss: 192.9133, Val Loss: 108.8344
Epoch [224/1500], Trn Loss: 192.8249, Val Loss: 109.3897
Epoch [225/1500], Trn Loss: 192.9284, Val Loss: 109.3246
Epoch [226/1500], Trn Loss: 193.0260, Val Loss: 109.1917
Epoch [227/1500], Trn Loss: 193.0466, Val Loss: 109.4713
Epoch [228/1500], Trn Loss: 193.0595, Val Loss: 109.4010
Epoch [229/1500], Trn Loss: 192.7278, Val Loss: 109.6185
Epoch [230/1500], Trn Loss: 193.1075, Val Loss: 109.7569
Epoch [231/1500], Trn Loss: 192.9252, Val Loss: 109.2800
Epoch [232/1500], Trn Loss: 193.4813, Val Loss: 109.0854
Epoch [233/1500], Trn Loss: 192.8292, Val Loss: 109.2633
Epoch [234/1500], Trn Loss: 193.2167, Val Loss: 109.5602
Epoch [235/1500], Trn Loss: 193.3034, Val Loss: 109.6960
Epoch [236/1500], Trn Loss: 192.7654, Val Loss: 109.5395
Epoch [237/1500], Trn Loss: 193.4227, Val Loss: 109.3701
Epoch [238/1500], Trn Loss: 192.5625, Val Loss: 110.1397
Epoch [239/1500], Trn Loss: 192.6783, Val Loss: 109.7012
Epoch [240/1500], Trn Loss: 192.6310, Val Loss: 109.8092
Epoch [241/1500], Trn Loss: 192.8649, Val Loss: 109.4925
Epoch [242/1500], Trn Loss: 192.8669, Val Loss: 109.7194
Epoch [243/1500], Trn Loss: 192.9393, Val Loss: 109.3924
Epoch [244/1500], Trn Loss: 192.9671, Val Loss: 109.6073
Epoch [245/1500], Trn Loss: 192.7396, Val Loss: 109.5069
Epoch [246/1500], Trn Loss: 192.8386, Val Loss: 109.3427
Epoch [247/1500], Trn Loss: 192.9183, Val Loss: 109.4162
Epoch [248/1500], Trn Loss: 192.9151, Val Loss: 109.7480
Epoch [249/1500], Trn Loss: 192.8715, Val Loss: 109.6412
Epoch [250/1500], Trn Loss: 192.9513, Val Loss: 108.9122
Epoch [251/1500], Trn Loss: 192.8990, Val Loss: 109.4382
Epoch [252/1500], Trn Loss: 192.5137, Val Loss: 110.2747
Epoch [253/1500], Trn Loss: 193.0186, Val Loss: 110.0629
Epoch [254/1500], Trn Loss: 192.9662, Val Loss: 109.4576
Epoch [255/1500], Trn Loss: 192.9725, Val Loss: 109.7096
Epoch [256/1500], Trn Loss: 192.8932, Val Loss: 109.4039
Epoch [257/1500], Trn Loss: 193.4547, Val Loss: 109.8474
Epoch [258/1500], Trn Loss: 193.0679, Val Loss: 109.9668
Epoch [259/1500], Trn Loss: 192.6671, Val Loss: 109.7878
Epoch [260/1500], Trn Loss: 192.6141, Val Loss: 109.8424
Epoch [261/1500], Trn Loss: 193.4182, Val Loss: 109.8974
Epoch [262/1500], Trn Loss: 193.0506, Val Loss: 110.0819
Epoch [263/1500], Trn Loss: 192.6619, Val Loss: 109.7535
Epoch [264/1500], Trn Loss: 192.6471, Val Loss: 109.8020
Epoch [265/1500], Trn Loss: 193.6401, Val Loss: 109.4389
Epoch [266/1500], Trn Loss: 192.7860, Val Loss: 109.8405
Epoch [267/1500], Trn Loss: 193.4926, Val Loss: 109.9875
Epoch [268/1500], Trn Loss: 192.7284, Val Loss: 109.6915
Epoch [269/1500], Trn Loss: 192.8473, Val Loss: 109.5927
Epoch [270/1500], Trn Loss: 192.8000, Val Loss: 110.0420
Epoch [271/1500], Trn Loss: 192.6365, Val Loss: 109.8071
Epoch [272/1500], Trn Loss: 192.6318, Val Loss: 110.0915
Epoch [273/1500], Trn Loss: 192.5892, Val Loss: 110.0219
Epoch [274/1500], Trn Loss: 192.7016, Val Loss: 110.3686
Epoch [275/1500], Trn Loss: 192.4842, Val Loss: 110.4036
Epoch [276/1500], Trn Loss: 192.8029, Val Loss: 109.8810
Epoch [277/1500], Trn Loss: 192.8178, Val Loss: 109.5552
Epoch [278/1500], Trn Loss: 192.7534, Val Loss: 109.5339
Epoch [279/1500], Trn Loss: 193.0255, Val Loss: 110.0357
Epoch [280/1500], Trn Loss: 192.8573, Val Loss: 109.6416
Epoch [281/1500], Trn Loss: 192.7810, Val Loss: 109.6463
Epoch [282/1500], Trn Loss: 192.5943, Val Loss: 109.9603
Epoch [283/1500], Trn Loss: 193.1378, Val Loss: 110.2216
Epoch [284/1500], Trn Loss: 193.1020, Val Loss: 110.1192
Epoch [285/1500], Trn Loss: 192.6761, Val Loss: 109.8170
Epoch [286/1500], Trn Loss: 192.9306, Val Loss: 109.5225
Epoch [287/1500], Trn Loss: 192.7980, Val Loss: 109.7864
Epoch [288/1500], Trn Loss: 192.6290, Val Loss: 109.8181
Epoch [289/1500], Trn Loss: 192.4432, Val Loss: 110.3027
Epoch [290/1500], Trn Loss: 192.6366, Val Loss: 110.3024
Epoch [291/1500], Trn Loss: 192.8099, Val Loss: 109.9435
Epoch [292/1500], Trn Loss: 192.4401, Val Loss: 110.5128
Epoch [293/1500], Trn Loss: 192.5162, Val Loss: 110.2526
Epoch [294/1500], Trn Loss: 192.6325, Val Loss: 109.9978
Epoch [295/1500], Trn Loss: 192.4502, Val Loss: 110.6621
Epoch [296/1500], Trn Loss: 192.6147, Val Loss: 110.1498
Epoch [297/1500], Trn Loss: 192.5063, Val Loss: 110.3085
Epoch [298/1500], Trn Loss: 192.8248, Val Loss: 109.7971
Epoch [299/1500], Trn Loss: 192.7903, Val Loss: 110.0573
Epoch [300/1500], Trn Loss: 192.7181, Val Loss: 109.8248
Epoch [301/1500], Trn Loss: 192.4958, Val Loss: 110.3314
Epoch [302/1500], Trn Loss: 192.6765, Val Loss: 109.9603
Epoch [303/1500], Trn Loss: 192.7027, Val Loss: 109.9825
Epoch [304/1500], Trn Loss: 192.8259, Val Loss: 109.5381
Epoch [305/1500], Trn Loss: 192.5895, Val Loss: 109.8856
Epoch [306/1500], Trn Loss: 192.6476, Val Loss: 110.1213
Epoch [307/1500], Trn Loss: 192.6567, Val Loss: 110.2893
Epoch [308/1500], Trn Loss: 192.6038, Val Loss: 109.8812
Epoch [309/1500], Trn Loss: 192.6866, Val Loss: 109.6364
Epoch [310/1500], Trn Loss: 192.6070, Val Loss: 110.2975
Epoch [311/1500], Trn Loss: 192.7445, Val Loss: 110.0445
Epoch [312/1500], Trn Loss: 192.7968, Val Loss: 109.7869
Epoch [313/1500], Trn Loss: 193.0319, Val Loss: 109.7884
Epoch [314/1500], Trn Loss: 192.8880, Val Loss: 110.1967
Epoch [315/1500], Trn Loss: 192.6939, Val Loss: 110.3262
Epoch [316/1500], Trn Loss: 193.2240, Val Loss: 110.4937
Epoch [317/1500], Trn Loss: 192.6114, Val Loss: 110.3203
Epoch [318/1500], Trn Loss: 192.4972, Val Loss: 110.3347
Epoch [319/1500], Trn Loss: 192.8751, Val Loss: 109.8583
Epoch [320/1500], Trn Loss: 193.0499, Val Loss: 110.0555
Epoch [321/1500], Trn Loss: 192.7422, Val Loss: 110.1662
Epoch [322/1500], Trn Loss: 192.8170, Val Loss: 110.5058
Epoch [323/1500], Trn Loss: 192.5342, Val Loss: 110.4805
Epoch [324/1500], Trn Loss: 192.5432, Val Loss: 110.3174
Epoch [325/1500], Trn Loss: 192.6492, Val Loss: 110.1676
Epoch [326/1500], Trn Loss: 192.7897, Val Loss: 109.8882
Epoch [327/1500], Trn Loss: 192.7478, Val Loss: 109.9531
Epoch [328/1500], Trn Loss: 192.7217, Val Loss: 110.0849
Epoch [329/1500], Trn Loss: 192.8465, Val Loss: 110.3705
Epoch [330/1500], Trn Loss: 193.5570, Val Loss: 110.3237
Epoch [331/1500], Trn Loss: 192.3713, Val Loss: 110.9929
Epoch [332/1500], Trn Loss: 193.1628, Val Loss: 110.6902
Epoch [333/1500], Trn Loss: 192.5608, Val Loss: 110.4001
Epoch [334/1500], Trn Loss: 192.6313, Val Loss: 110.8805
Epoch [335/1500], Trn Loss: 192.5626, Val Loss: 110.1776
Epoch [336/1500], Trn Loss: 192.5948, Val Loss: 110.0415
Epoch [337/1500], Trn Loss: 192.5420, Val Loss: 110.4941
Epoch [338/1500], Trn Loss: 192.4581, Val Loss: 110.4243
Epoch [339/1500], Trn Loss: 192.7663, Val Loss: 109.8278
Epoch [340/1500], Trn Loss: 192.5448, Val Loss: 110.5103
Epoch [341/1500], Trn Loss: 192.7573, Val Loss: 110.5647
Epoch [342/1500], Trn Loss: 192.4299, Val Loss: 110.6664
Epoch [343/1500], Trn Loss: 192.6991, Val Loss: 110.2327
Epoch [344/1500], Trn Loss: 192.6310, Val Loss: 110.5233
Epoch [345/1500], Trn Loss: 192.4556, Val Loss: 110.6568
Epoch [346/1500], Trn Loss: 192.4399, Val Loss: 110.5171
Epoch [347/1500], Trn Loss: 192.6051, Val Loss: 110.4326
Epoch [348/1500], Trn Loss: 193.1189, Val Loss: 109.6440
Epoch [349/1500], Trn Loss: 192.6288, Val Loss: 109.9827
Epoch [350/1500], Trn Loss: 192.7903, Val Loss: 109.9126
Epoch [351/1500], Trn Loss: 192.4877, Val Loss: 110.6851
Epoch [352/1500], Trn Loss: 192.4865, Val Loss: 110.7264
Epoch [353/1500], Trn Loss: 192.5672, Val Loss: 110.8514
Epoch [354/1500], Trn Loss: 192.5241, Val Loss: 110.5294
Epoch [355/1500], Trn Loss: 192.6872, Val Loss: 110.0248
Epoch [356/1500], Trn Loss: 192.5534, Val Loss: 111.0941
Epoch [357/1500], Trn Loss: 192.5835, Val Loss: 110.7887
Epoch [358/1500], Trn Loss: 192.5747, Val Loss: 110.4124
Epoch [359/1500], Trn Loss: 192.4941, Val Loss: 110.5266
Epoch [360/1500], Trn Loss: 193.0737, Val Loss: 110.6347
Epoch [361/1500], Trn Loss: 192.4362, Val Loss: 110.9068
Epoch [362/1500], Trn Loss: 192.5188, Val Loss: 110.7140
Epoch [363/1500], Trn Loss: 192.4842, Val Loss: 110.7477
Epoch [364/1500], Trn Loss: 192.6039, Val Loss: 110.6023
Epoch [365/1500], Trn Loss: 192.7162, Val Loss: 110.0816
Epoch [366/1500], Trn Loss: 192.6514, Val Loss: 110.5215
Epoch [367/1500], Trn Loss: 192.7823, Val Loss: 110.4012
Epoch [368/1500], Trn Loss: 192.4916, Val Loss: 110.5708
Epoch [369/1500], Trn Loss: 192.5341, Val Loss: 110.4257
Epoch [370/1500], Trn Loss: 192.5508, Val Loss: 110.5095
Epoch [371/1500], Trn Loss: 192.9284, Val Loss: 111.0374
Epoch [372/1500], Trn Loss: 192.4158, Val Loss: 111.2535
Epoch [373/1500], Trn Loss: 192.4010, Val Loss: 111.1827
Epoch [374/1500], Trn Loss: 192.6454, Val Loss: 110.0431
Epoch [375/1500], Trn Loss: 192.4368, Val Loss: 110.8740
Epoch [376/1500], Trn Loss: 192.3912, Val Loss: 111.0307
Epoch [377/1500], Trn Loss: 192.4480, Val Loss: 110.3937
Epoch [378/1500], Trn Loss: 192.9132, Val Loss: 110.7593
Epoch [379/1500], Trn Loss: 192.4859, Val Loss: 110.5658
Epoch [380/1500], Trn Loss: 192.4867, Val Loss: 110.5777
Epoch [381/1500], Trn Loss: 192.4208, Val Loss: 111.1685
