This is a log message.

Current time: 2023-08-24 09:52:10.853670

--------------------Hyperparameters--------------------

model: {'seqLeng': 60, 'input_dim': 8, 'output_dim': 1, 'nHidden1': 256, 'dropout1': 0, 'num_layers1': 8, 'nHidden2': 256, 'dropout2': 0, 'num_layers2': 1, 'activ': 'glu', 'cnn_dropout': 0, 'kernel_size': [3, 3], 'padding': [1, 1], 'stride': [1, 1], 'nb_filters': [64, 128], 'pooling': [1, 1], 'nhead': 8, 'd_model': 512}

learning: {'nBatch': 24, 'lr': 0.001, 'max_epoch': 3000}
Epoch [22/3000], Trn Loss: 193.9139, Val Loss: 109.3996
Epoch [23/3000], Trn Loss: 193.7677, Val Loss: 109.6466
Epoch [24/3000], Trn Loss: 193.9765, Val Loss: 109.0042
Epoch [25/3000], Trn Loss: 193.1824, Val Loss: 110.1695
Epoch [26/3000], Trn Loss: 193.4858, Val Loss: 109.1267
Epoch [27/3000], Trn Loss: 194.1985, Val Loss: 109.4048
Epoch [28/3000], Trn Loss: 193.7322, Val Loss: 109.7485
Epoch [29/3000], Trn Loss: 193.6591, Val Loss: 109.0831
Epoch [30/3000], Trn Loss: 192.9410, Val Loss: 109.1744
Epoch [31/3000], Trn Loss: 194.5208, Val Loss: 109.0440
Epoch [32/3000], Trn Loss: 192.8481, Val Loss: 109.2336
Epoch [33/3000], Trn Loss: 195.2786, Val Loss: 109.7331
Epoch [34/3000], Trn Loss: 192.9137, Val Loss: 109.6982
Epoch [35/3000], Trn Loss: 193.0854, Val Loss: 109.1441
Epoch [36/3000], Trn Loss: 194.4094, Val Loss: 109.1673
Epoch [37/3000], Trn Loss: 194.2406, Val Loss: 109.5054
Epoch [38/3000], Trn Loss: 193.3664, Val Loss: 109.0594
Epoch [39/3000], Trn Loss: 194.1306, Val Loss: 109.5092
Epoch [40/3000], Trn Loss: 193.3306, Val Loss: 108.6431
Epoch [41/3000], Trn Loss: 194.3332, Val Loss: 108.9711
Epoch [42/3000], Trn Loss: 194.6048, Val Loss: 108.8059
Epoch [43/3000], Trn Loss: 193.5879, Val Loss: 108.8906
Epoch [44/3000], Trn Loss: 194.0984, Val Loss: 108.9692
Epoch [45/3000], Trn Loss: 193.9735, Val Loss: 109.0788
Epoch [46/3000], Trn Loss: 196.0437, Val Loss: 108.6738
Epoch [47/3000], Trn Loss: 194.1318, Val Loss: 108.7662
Epoch [48/3000], Trn Loss: 193.8231, Val Loss: 109.0126
Epoch [49/3000], Trn Loss: 193.5773, Val Loss: 109.4352
Epoch [50/3000], Trn Loss: 193.0313, Val Loss: 109.1415
Epoch [51/3000], Trn Loss: 194.5202, Val Loss: 109.0451
Epoch [52/3000], Trn Loss: 193.7972, Val Loss: 109.1346
Epoch [53/3000], Trn Loss: 194.8308, Val Loss: 109.4563
Epoch [54/3000], Trn Loss: 192.3656, Val Loss: 111.5914
Epoch [55/3000], Trn Loss: 195.2241, Val Loss: 109.9295
Epoch [56/3000], Trn Loss: 193.2111, Val Loss: 108.7134
Epoch [57/3000], Trn Loss: 193.6248, Val Loss: 108.8649
Epoch [58/3000], Trn Loss: 195.6775, Val Loss: 108.8498
Epoch [59/3000], Trn Loss: 193.5411, Val Loss: 109.2580
Epoch [60/3000], Trn Loss: 194.3565, Val Loss: 109.3572
Epoch [61/3000], Trn Loss: 195.7232, Val Loss: 109.0755
Epoch [62/3000], Trn Loss: 193.5135, Val Loss: 108.8979
Epoch [63/3000], Trn Loss: 193.6472, Val Loss: 109.1322
Epoch [64/3000], Trn Loss: 193.5874, Val Loss: 109.4176
Epoch [65/3000], Trn Loss: 193.0034, Val Loss: 109.0834
Epoch [66/3000], Trn Loss: 194.6636, Val Loss: 108.8958
Epoch [67/3000], Trn Loss: 193.1686, Val Loss: 109.2580
Epoch [68/3000], Trn Loss: 193.3171, Val Loss: 109.1202
Epoch [69/3000], Trn Loss: 193.4139, Val Loss: 108.9745
Epoch [70/3000], Trn Loss: 193.1116, Val Loss: 108.9830
Epoch [71/3000], Trn Loss: 193.7479, Val Loss: 109.0645
Epoch [72/3000], Trn Loss: 195.1962, Val Loss: 109.1951
Epoch [73/3000], Trn Loss: 192.8175, Val Loss: 109.1039
Epoch [74/3000], Trn Loss: 193.5110, Val Loss: 109.1291
Epoch [75/3000], Trn Loss: 194.2257, Val Loss: 108.8886
Epoch [76/3000], Trn Loss: 195.4633, Val Loss: 108.8994
Epoch [77/3000], Trn Loss: 197.3850, Val Loss: 109.0810
Epoch [78/3000], Trn Loss: 193.2007, Val Loss: 109.1160
Epoch [79/3000], Trn Loss: 193.5096, Val Loss: 109.4267
Epoch [80/3000], Trn Loss: 194.2910, Val Loss: 109.1771
Epoch [81/3000], Trn Loss: 193.7981, Val Loss: 109.1840
Epoch [82/3000], Trn Loss: 193.2579, Val Loss: 109.1970
Epoch [83/3000], Trn Loss: 192.9553, Val Loss: 109.9346
Epoch [84/3000], Trn Loss: 193.1516, Val Loss: 109.1385
Epoch [85/3000], Trn Loss: 192.9350, Val Loss: 109.5625
Epoch [86/3000], Trn Loss: 192.9580, Val Loss: 109.0271
Epoch [87/3000], Trn Loss: 192.3659, Val Loss: 110.2222
Epoch [88/3000], Trn Loss: 194.3055, Val Loss: 109.2342
Epoch [89/3000], Trn Loss: 193.1306, Val Loss: 109.3276
Epoch [90/3000], Trn Loss: 194.2760, Val Loss: 109.4159
Epoch [91/3000], Trn Loss: 193.1446, Val Loss: 109.6751
Epoch [92/3000], Trn Loss: 192.6562, Val Loss: 109.5939
Epoch [93/3000], Trn Loss: 195.6412, Val Loss: 109.0828
Epoch [94/3000], Trn Loss: 192.6918, Val Loss: 109.2047
Epoch [95/3000], Trn Loss: 192.9935, Val Loss: 109.8422
Epoch [96/3000], Trn Loss: 192.9426, Val Loss: 109.4595
Epoch [97/3000], Trn Loss: 192.6836, Val Loss: 109.4372
Epoch [98/3000], Trn Loss: 192.8531, Val Loss: 109.6177
Epoch [99/3000], Trn Loss: 195.4272, Val Loss: 108.8885
Epoch [100/3000], Trn Loss: 193.2003, Val Loss: 109.6499
Epoch [101/3000], Trn Loss: 194.2124, Val Loss: 108.8333
Epoch [102/3000], Trn Loss: 193.5487, Val Loss: 109.3629
Epoch [103/3000], Trn Loss: 192.8060, Val Loss: 109.4028
Epoch [104/3000], Trn Loss: 192.5955, Val Loss: 109.8416
Epoch [105/3000], Trn Loss: 193.0540, Val Loss: 109.2671
Epoch [106/3000], Trn Loss: 193.7334, Val Loss: 108.9529
Epoch [107/3000], Trn Loss: 194.5920, Val Loss: 109.4115
Epoch [108/3000], Trn Loss: 193.1321, Val Loss: 108.9991
Epoch [109/3000], Trn Loss: 192.9826, Val Loss: 109.0612
Epoch [110/3000], Trn Loss: 194.2561, Val Loss: 109.4590
Epoch [111/3000], Trn Loss: 192.8254, Val Loss: 109.4914
Epoch [112/3000], Trn Loss: 193.9350, Val Loss: 109.5974
Epoch [113/3000], Trn Loss: 193.9988, Val Loss: 109.0982
Epoch [114/3000], Trn Loss: 196.2454, Val Loss: 109.3374
Epoch [115/3000], Trn Loss: 193.0622, Val Loss: 108.7783
Epoch [116/3000], Trn Loss: 193.0636, Val Loss: 109.2460
Epoch [117/3000], Trn Loss: 194.4214, Val Loss: 109.8545
Epoch [118/3000], Trn Loss: 193.3659, Val Loss: 109.2071
Epoch [119/3000], Trn Loss: 194.8560, Val Loss: 109.5431
Epoch [120/3000], Trn Loss: 194.2412, Val Loss: 108.9007
Epoch [121/3000], Trn Loss: 192.8869, Val Loss: 109.1846
Epoch [122/3000], Trn Loss: 193.6273, Val Loss: 109.2440
Epoch [123/3000], Trn Loss: 193.1833, Val Loss: 109.4869
Epoch [124/3000], Trn Loss: 193.2160, Val Loss: 109.4640
Epoch [125/3000], Trn Loss: 193.2824, Val Loss: 109.6342
Epoch [126/3000], Trn Loss: 193.1951, Val Loss: 109.0128
Epoch [127/3000], Trn Loss: 192.6855, Val Loss: 109.4060
Epoch [128/3000], Trn Loss: 193.4713, Val Loss: 110.2830
Epoch [129/3000], Trn Loss: 193.9911, Val Loss: 109.5482
Epoch [130/3000], Trn Loss: 193.5010, Val Loss: 109.4044
Epoch [131/3000], Trn Loss: 194.4182, Val Loss: 109.5953
Epoch [132/3000], Trn Loss: 193.5619, Val Loss: 109.6174
Epoch [133/3000], Trn Loss: 195.0156, Val Loss: 108.3744
Epoch [134/3000], Trn Loss: 193.2815, Val Loss: 109.7224
Epoch [135/3000], Trn Loss: 192.6865, Val Loss: 109.4159
Epoch [136/3000], Trn Loss: 193.3561, Val Loss: 109.4354
Epoch [137/3000], Trn Loss: 192.9007, Val Loss: 109.1924
Epoch [138/3000], Trn Loss: 195.0116, Val Loss: 109.2212
Epoch [139/3000], Trn Loss: 192.7381, Val Loss: 109.7014
Epoch [140/3000], Trn Loss: 192.6629, Val Loss: 109.5846
Epoch [141/3000], Trn Loss: 193.1958, Val Loss: 109.9588
Epoch [142/3000], Trn Loss: 193.0367, Val Loss: 109.7421
Epoch [143/3000], Trn Loss: 193.4149, Val Loss: 109.3321
Epoch [144/3000], Trn Loss: 193.6225, Val Loss: 108.7959
Epoch [145/3000], Trn Loss: 193.3004, Val Loss: 108.5601
Epoch [146/3000], Trn Loss: 192.9939, Val Loss: 109.4178
Epoch [147/3000], Trn Loss: 193.4425, Val Loss: 109.1613
Epoch [148/3000], Trn Loss: 193.0246, Val Loss: 109.0601
Epoch [149/3000], Trn Loss: 193.1691, Val Loss: 109.6411
Epoch [150/3000], Trn Loss: 193.4152, Val Loss: 108.9742
Epoch [151/3000], Trn Loss: 193.1862, Val Loss: 109.3907
Epoch [152/3000], Trn Loss: 193.4740, Val Loss: 109.1066
Epoch [153/3000], Trn Loss: 193.0483, Val Loss: 109.3960
Epoch [154/3000], Trn Loss: 194.0536, Val Loss: 108.9151
Epoch [155/3000], Trn Loss: 194.2452, Val Loss: 109.1670
Epoch [156/3000], Trn Loss: 193.2088, Val Loss: 108.8726
Epoch [157/3000], Trn Loss: 193.0884, Val Loss: 108.9197
Epoch [158/3000], Trn Loss: 193.6943, Val Loss: 109.1101
Epoch [159/3000], Trn Loss: 192.7795, Val Loss: 109.3444
Epoch [160/3000], Trn Loss: 192.8178, Val Loss: 109.1492
Epoch [161/3000], Trn Loss: 193.7885, Val Loss: 108.7157
Epoch [162/3000], Trn Loss: 193.2967, Val Loss: 109.5378
Epoch [163/3000], Trn Loss: 193.6490, Val Loss: 109.3640
Epoch [164/3000], Trn Loss: 193.3694, Val Loss: 108.5832
Epoch [165/3000], Trn Loss: 193.1633, Val Loss: 109.0857
Epoch [166/3000], Trn Loss: 192.8410, Val Loss: 108.9523
Epoch [167/3000], Trn Loss: 192.8154, Val Loss: 109.2456
Epoch [168/3000], Trn Loss: 194.1737, Val Loss: 108.9001
Epoch [169/3000], Trn Loss: 192.8346, Val Loss: 109.3184
Epoch [170/3000], Trn Loss: 193.8979, Val Loss: 108.9590
Epoch [171/3000], Trn Loss: 192.7319, Val Loss: 109.6547
Epoch [172/3000], Trn Loss: 193.3401, Val Loss: 109.1846
Epoch [173/3000], Trn Loss: 192.7676, Val Loss: 109.2536
Epoch [174/3000], Trn Loss: 193.5136, Val Loss: 109.4857
Epoch [175/3000], Trn Loss: 192.9184, Val Loss: 108.7044
Epoch [176/3000], Trn Loss: 192.7821, Val Loss: 109.2735
Epoch [177/3000], Trn Loss: 193.2701, Val Loss: 109.2510
Epoch [178/3000], Trn Loss: 193.1633, Val Loss: 109.4773
Epoch [179/3000], Trn Loss: 193.1818, Val Loss: 109.1508
Epoch [180/3000], Trn Loss: 192.6927, Val Loss: 109.7564
Epoch [181/3000], Trn Loss: 192.8951, Val Loss: 109.5069
Epoch [182/3000], Trn Loss: 193.0996, Val Loss: 109.7020
Epoch [183/3000], Trn Loss: 194.3305, Val Loss: 109.5416
Epoch [184/3000], Trn Loss: 192.8439, Val Loss: 109.8426
Epoch [185/3000], Trn Loss: 192.9836, Val Loss: 109.3480
Epoch [186/3000], Trn Loss: 193.9193, Val Loss: 109.4044
Epoch [187/3000], Trn Loss: 193.1003, Val Loss: 109.6267
Epoch [188/3000], Trn Loss: 193.3803, Val Loss: 109.4253
Epoch [189/3000], Trn Loss: 193.2197, Val Loss: 109.4029
Epoch [190/3000], Trn Loss: 192.9369, Val Loss: 109.0872
Epoch [191/3000], Trn Loss: 193.8857, Val Loss: 108.7653
Epoch [192/3000], Trn Loss: 192.9108, Val Loss: 109.1534
Epoch [193/3000], Trn Loss: 192.9389, Val Loss: 108.9722
Epoch [194/3000], Trn Loss: 193.0052, Val Loss: 109.3813
Epoch [195/3000], Trn Loss: 192.6386, Val Loss: 110.0552
Epoch [196/3000], Trn Loss: 193.0879, Val Loss: 109.6826
Epoch [197/3000], Trn Loss: 193.1545, Val Loss: 109.1710
Epoch [198/3000], Trn Loss: 193.0820, Val Loss: 109.3388
Epoch [199/3000], Trn Loss: 192.8232, Val Loss: 109.6156
Epoch [200/3000], Trn Loss: 192.7190, Val Loss: 109.5632
Epoch [201/3000], Trn Loss: 193.4093, Val Loss: 108.9954
Epoch [202/3000], Trn Loss: 192.9524, Val Loss: 109.3070
Epoch [203/3000], Trn Loss: 192.8777, Val Loss: 109.4202
Epoch [204/3000], Trn Loss: 192.5610, Val Loss: 109.6487
Epoch [205/3000], Trn Loss: 192.6593, Val Loss: 109.6718
Epoch [206/3000], Trn Loss: 193.4614, Val Loss: 109.0690
Epoch [207/3000], Trn Loss: 194.0220, Val Loss: 109.7147
Epoch [208/3000], Trn Loss: 193.0265, Val Loss: 109.8970
Epoch [209/3000], Trn Loss: 192.9537, Val Loss: 109.7279
Epoch [210/3000], Trn Loss: 193.0047, Val Loss: 109.7551
Epoch [211/3000], Trn Loss: 193.7245, Val Loss: 109.4714
Epoch [212/3000], Trn Loss: 193.1080, Val Loss: 109.5048
Epoch [213/3000], Trn Loss: 192.9235, Val Loss: 109.7519
Epoch [214/3000], Trn Loss: 192.7039, Val Loss: 109.4501
Epoch [215/3000], Trn Loss: 193.4826, Val Loss: 109.4836
Epoch [216/3000], Trn Loss: 192.5966, Val Loss: 109.7337
Epoch [217/3000], Trn Loss: 192.7357, Val Loss: 109.8598
Epoch [218/3000], Trn Loss: 192.8246, Val Loss: 109.9003
Epoch [219/3000], Trn Loss: 192.7012, Val Loss: 109.7519
Epoch [220/3000], Trn Loss: 193.3573, Val Loss: 109.8359
Epoch [221/3000], Trn Loss: 192.6384, Val Loss: 109.6729
Epoch [222/3000], Trn Loss: 192.8623, Val Loss: 109.5980
Epoch [223/3000], Trn Loss: 192.8493, Val Loss: 109.2735
Epoch [224/3000], Trn Loss: 192.8370, Val Loss: 109.2798
Epoch [225/3000], Trn Loss: 192.8216, Val Loss: 109.5565
Epoch [226/3000], Trn Loss: 192.7400, Val Loss: 109.4091
Epoch [227/3000], Trn Loss: 193.6350, Val Loss: 109.1459
Epoch [228/3000], Trn Loss: 192.6956, Val Loss: 109.4229
Epoch [229/3000], Trn Loss: 192.8269, Val Loss: 109.9372
Epoch [230/3000], Trn Loss: 192.6396, Val Loss: 109.7224
Epoch [231/3000], Trn Loss: 193.3599, Val Loss: 109.4058
Epoch [232/3000], Trn Loss: 192.8610, Val Loss: 109.4655
Epoch [233/3000], Trn Loss: 193.8257, Val Loss: 109.3702
Epoch [234/3000], Trn Loss: 193.0067, Val Loss: 109.3146
Epoch [235/3000], Trn Loss: 193.1881, Val Loss: 109.0305
Epoch [236/3000], Trn Loss: 192.8573, Val Loss: 109.4836
Epoch [237/3000], Trn Loss: 193.0021, Val Loss: 109.2812
Epoch [238/3000], Trn Loss: 193.1449, Val Loss: 109.7279
Epoch [239/3000], Trn Loss: 192.7654, Val Loss: 109.9587
Epoch [240/3000], Trn Loss: 192.5399, Val Loss: 110.1185
Epoch [241/3000], Trn Loss: 192.6501, Val Loss: 109.9008
Epoch [242/3000], Trn Loss: 192.6958, Val Loss: 109.4408
Epoch [243/3000], Trn Loss: 193.3112, Val Loss: 109.7209
Epoch [244/3000], Trn Loss: 192.8228, Val Loss: 109.6305
Epoch [245/3000], Trn Loss: 192.8460, Val Loss: 109.8715
Epoch [246/3000], Trn Loss: 192.6749, Val Loss: 109.8079
Epoch [247/3000], Trn Loss: 192.5533, Val Loss: 110.0408
Epoch [248/3000], Trn Loss: 192.7013, Val Loss: 109.9421
Epoch [249/3000], Trn Loss: 192.7063, Val Loss: 109.5076
Epoch [250/3000], Trn Loss: 193.0238, Val Loss: 109.5744
Epoch [251/3000], Trn Loss: 192.7518, Val Loss: 109.5843
Epoch [252/3000], Trn Loss: 192.7830, Val Loss: 110.1575
Epoch [253/3000], Trn Loss: 192.8902, Val Loss: 109.8671
Epoch [254/3000], Trn Loss: 193.0535, Val Loss: 109.6190
Epoch [255/3000], Trn Loss: 192.9368, Val Loss: 109.3554
Epoch [256/3000], Trn Loss: 192.6695, Val Loss: 109.9441
Epoch [257/3000], Trn Loss: 192.9225, Val Loss: 109.7603
Epoch [258/3000], Trn Loss: 192.7836, Val Loss: 110.1153
Epoch [259/3000], Trn Loss: 192.6472, Val Loss: 110.0674
Epoch [260/3000], Trn Loss: 193.0154, Val Loss: 109.6029
Epoch [261/3000], Trn Loss: 193.1532, Val Loss: 109.3983
Epoch [262/3000], Trn Loss: 192.6971, Val Loss: 109.8167
Epoch [263/3000], Trn Loss: 192.5915, Val Loss: 109.9669
Epoch [264/3000], Trn Loss: 192.6058, Val Loss: 110.0864
Epoch [265/3000], Trn Loss: 193.0930, Val Loss: 110.0307
Epoch [266/3000], Trn Loss: 192.6786, Val Loss: 109.5815
Epoch [267/3000], Trn Loss: 192.6561, Val Loss: 109.5957
Epoch [268/3000], Trn Loss: 193.1437, Val Loss: 109.6869
Epoch [269/3000], Trn Loss: 192.7170, Val Loss: 109.5504
Epoch [270/3000], Trn Loss: 192.5682, Val Loss: 110.0839
Epoch [271/3000], Trn Loss: 193.0962, Val Loss: 109.5190
Epoch [272/3000], Trn Loss: 192.7192, Val Loss: 109.6353
Epoch [273/3000], Trn Loss: 192.8053, Val Loss: 109.2691
Epoch [274/3000], Trn Loss: 193.4539, Val Loss: 109.6991
Epoch [275/3000], Trn Loss: 192.9467, Val Loss: 110.0658
Epoch [276/3000], Trn Loss: 192.6331, Val Loss: 109.7502
Epoch [277/3000], Trn Loss: 192.9130, Val Loss: 109.5470
Epoch [278/3000], Trn Loss: 192.8361, Val Loss: 110.1462
Epoch [279/3000], Trn Loss: 192.5222, Val Loss: 110.1529
Epoch [280/3000], Trn Loss: 192.5976, Val Loss: 110.1000
Epoch [281/3000], Trn Loss: 192.6740, Val Loss: 109.8923
Epoch [282/3000], Trn Loss: 192.6241, Val Loss: 109.9055
Epoch [283/3000], Trn Loss: 192.5221, Val Loss: 110.4254
Epoch [284/3000], Trn Loss: 192.9124, Val Loss: 109.9389
Epoch [285/3000], Trn Loss: 192.7592, Val Loss: 110.3252
Epoch [286/3000], Trn Loss: 192.9565, Val Loss: 109.9369
Epoch [287/3000], Trn Loss: 192.5617, Val Loss: 110.1818
Epoch [288/3000], Trn Loss: 192.6455, Val Loss: 110.0630
Epoch [289/3000], Trn Loss: 192.6140, Val Loss: 109.8769
Epoch [290/3000], Trn Loss: 192.7955, Val Loss: 110.1024
Epoch [291/3000], Trn Loss: 192.6569, Val Loss: 109.8127
Epoch [292/3000], Trn Loss: 192.6772, Val Loss: 109.8383
Epoch [293/3000], Trn Loss: 192.4617, Val Loss: 110.4993
Epoch [294/3000], Trn Loss: 192.5998, Val Loss: 110.5345
Epoch [295/3000], Trn Loss: 192.4222, Val Loss: 110.6807
Epoch [296/3000], Trn Loss: 192.7682, Val Loss: 110.0025
Epoch [297/3000], Trn Loss: 192.4353, Val Loss: 110.7653
Epoch [298/3000], Trn Loss: 192.5756, Val Loss: 110.1561
Epoch [299/3000], Trn Loss: 192.7471, Val Loss: 109.6519
Epoch [300/3000], Trn Loss: 192.7379, Val Loss: 109.9082
Epoch [301/3000], Trn Loss: 192.5089, Val Loss: 110.4320
Epoch [302/3000], Trn Loss: 192.7213, Val Loss: 110.4492
Epoch [303/3000], Trn Loss: 192.6064, Val Loss: 110.0319
Epoch [304/3000], Trn Loss: 192.8936, Val Loss: 110.0479
Epoch [305/3000], Trn Loss: 192.3798, Val Loss: 110.7266
Epoch [306/3000], Trn Loss: 192.5661, Val Loss: 110.3600
Epoch [307/3000], Trn Loss: 192.5692, Val Loss: 110.0283
Epoch [308/3000], Trn Loss: 192.5709, Val Loss: 110.1326
Epoch [309/3000], Trn Loss: 193.2611, Val Loss: 109.9967
Epoch [310/3000], Trn Loss: 192.6996, Val Loss: 110.4569
Epoch [311/3000], Trn Loss: 192.4927, Val Loss: 110.6184
Epoch [312/3000], Trn Loss: 192.4455, Val Loss: 110.8487
Epoch [313/3000], Trn Loss: 192.6614, Val Loss: 109.8876
Epoch [314/3000], Trn Loss: 192.6013, Val Loss: 109.9918
Epoch [315/3000], Trn Loss: 192.5652, Val Loss: 110.2956
Epoch [316/3000], Trn Loss: 192.5116, Val Loss: 110.1945
Epoch [317/3000], Trn Loss: 192.5601, Val Loss: 110.2000
Epoch [318/3000], Trn Loss: 192.5562, Val Loss: 110.2043
Epoch [319/3000], Trn Loss: 193.0693, Val Loss: 110.4730
Epoch [320/3000], Trn Loss: 192.5227, Val Loss: 110.4584
Epoch [321/3000], Trn Loss: 192.6293, Val Loss: 110.4415
Epoch [322/3000], Trn Loss: 192.8138, Val Loss: 110.2452
Epoch [323/3000], Trn Loss: 192.6978, Val Loss: 110.7298
Epoch [324/3000], Trn Loss: 192.4147, Val Loss: 110.7852
Epoch [325/3000], Trn Loss: 192.3404, Val Loss: 111.1903
Epoch [326/3000], Trn Loss: 192.3943, Val Loss: 110.7544
Epoch [327/3000], Trn Loss: 192.5113, Val Loss: 110.4979
Epoch [328/3000], Trn Loss: 192.4780, Val Loss: 110.3746
Epoch [329/3000], Trn Loss: 192.3939, Val Loss: 110.6759
Epoch [330/3000], Trn Loss: 192.9874, Val Loss: 110.7357
Epoch [331/3000], Trn Loss: 192.5028, Val Loss: 110.3964
Epoch [332/3000], Trn Loss: 192.5017, Val Loss: 110.5034
Epoch [333/3000], Trn Loss: 192.6823, Val Loss: 110.7964
Epoch [334/3000], Trn Loss: 192.4102, Val Loss: 110.5828
Epoch [335/3000], Trn Loss: 192.8289, Val Loss: 110.6205
Epoch [336/3000], Trn Loss: 192.5407, Val Loss: 110.2470
Epoch [337/3000], Trn Loss: 192.6933, Val Loss: 110.3760
Epoch [338/3000], Trn Loss: 192.6513, Val Loss: 110.7306
Epoch [339/3000], Trn Loss: 193.0259, Val Loss: 110.2069
Epoch [340/3000], Trn Loss: 192.8452, Val Loss: 110.6971
Epoch [341/3000], Trn Loss: 192.4020, Val Loss: 110.7842
Epoch [342/3000], Trn Loss: 192.3718, Val Loss: 110.6990
Epoch [343/3000], Trn Loss: 192.4456, Val Loss: 110.5302
Epoch [344/3000], Trn Loss: 192.4028, Val Loss: 110.6242
Epoch [345/3000], Trn Loss: 192.5652, Val Loss: 110.8259
Epoch [346/3000], Trn Loss: 192.4986, Val Loss: 110.4182
Epoch [347/3000], Trn Loss: 192.4890, Val Loss: 110.5080
Epoch [348/3000], Trn Loss: 192.5481, Val Loss: 110.1953
Epoch [349/3000], Trn Loss: 192.4335, Val Loss: 110.8634
Epoch [350/3000], Trn Loss: 192.5932, Val Loss: 110.6703
Epoch [351/3000], Trn Loss: 192.3865, Val Loss: 111.0191
Epoch [352/3000], Trn Loss: 192.4435, Val Loss: 110.7148
Epoch [353/3000], Trn Loss: 192.5225, Val Loss: 110.3035
Epoch [354/3000], Trn Loss: 193.1313, Val Loss: 110.6453
Epoch [355/3000], Trn Loss: 192.4128, Val Loss: 110.3773
Epoch [356/3000], Trn Loss: 192.3558, Val Loss: 111.4624
Epoch [357/3000], Trn Loss: 192.8006, Val Loss: 111.0294
Epoch [358/3000], Trn Loss: 192.4638, Val Loss: 111.0276
Epoch [359/3000], Trn Loss: 192.5301, Val Loss: 111.0473
Epoch [360/3000], Trn Loss: 192.3910, Val Loss: 110.9685
Epoch [361/3000], Trn Loss: 192.6593, Val Loss: 111.0849
Epoch [362/3000], Trn Loss: 192.8773, Val Loss: 110.5243
Epoch [363/3000], Trn Loss: 192.6535, Val Loss: 110.8905
Epoch [364/3000], Trn Loss: 192.4724, Val Loss: 110.8595
Epoch [365/3000], Trn Loss: 192.6283, Val Loss: 110.9716
Epoch [366/3000], Trn Loss: 193.1401, Val Loss: 110.8407
Epoch [367/3000], Trn Loss: 192.5362, Val Loss: 110.7184
Epoch [368/3000], Trn Loss: 192.6104, Val Loss: 110.2627
Epoch [369/3000], Trn Loss: 192.7467, Val Loss: 110.5675
Epoch [370/3000], Trn Loss: 192.3886, Val Loss: 110.9996
Epoch [371/3000], Trn Loss: 192.8730, Val Loss: 110.4962
Epoch [372/3000], Trn Loss: 192.4672, Val Loss: 110.8254
Epoch [373/3000], Trn Loss: 192.3962, Val Loss: 111.0258
Epoch [374/3000], Trn Loss: 192.3705, Val Loss: 111.0139
Epoch [375/3000], Trn Loss: 192.3453, Val Loss: 111.2363
Epoch [376/3000], Trn Loss: 192.6378, Val Loss: 110.8707
Epoch [377/3000], Trn Loss: 192.3996, Val Loss: 110.7731
Epoch [378/3000], Trn Loss: 192.8560, Val Loss: 110.7671
Epoch [379/3000], Trn Loss: 192.7498, Val Loss: 111.2511
Epoch [380/3000], Trn Loss: 192.3398, Val Loss: 111.3858
Epoch [381/3000], Trn Loss: 192.5003, Val Loss: 110.5761
